,2LivingRoomCenterHumidity_temperature,2LivingRoomCenterHumidity_humidity,timestamp
1645,20.95,34,2022-01-24 17:13:51.852000+01:00
1646,21.85,32,2022-01-24 17:28:32.704000+01:00
1647,22.35,32,2022-01-24 17:43:11.194000+01:00
1648,22.15,33,2022-01-24 17:57:49.685000+01:00
1649,21.8,34,2022-01-24 18:12:29.060000+01:00
1650,21.6,34,2022-01-24 18:27:09.153000+01:00
1651,21.45,34,2022-01-24 18:41:50.060000+01:00
1652,21.8,33,2022-01-24 18:56:30.335000+01:00
1653,21.65,33,2022-01-24 19:11:10.457000+01:00
1654,21.45,32,2022-01-24 19:25:51.010000+01:00
1655,21.35,33,2022-01-24 19:40:31.945000+01:00
1656,21.05,33,2022-01-24 19:55:13.639000+01:00
1657,20.85,32,2022-01-24 20:09:56.033000+01:00
1658,20.7,32,2022-01-24 20:24:38.738000+01:00
1659,20.6,32,2022-01-24 20:39:21.995000+01:00
1660,20.5,32,2022-01-24 20:54:05.501000+01:00
1661,20.45,37,2022-01-24 21:08:49.245000+01:00
1662,20.45,37,2022-01-24 21:23:33.044000+01:00
1663,20.35,36,2022-01-24 21:38:16.961000+01:00
1664,20.35,35,2022-01-24 21:53:01.244000+01:00
1665,20.25,35,2022-01-24 22:07:45.784000+01:00
1666,20.1,35,2022-01-24 22:22:30.338000+01:00
1667,20.1,35,2022-01-24 22:37:15.208000+01:00
1668,20.0,34,2022-01-24 22:52:00.415000+01:00
1669,20.0,35,2022-01-24 23:06:45.790000+01:00
1670,19.95,35,2022-01-24 23:21:31.219000+01:00
1671,19.9,35,2022-01-24 23:36:16.607000+01:00
1672,19.85,34,2022-01-24 23:51:02.525000+01:00
1673,19.85,34,2022-01-25 00:05:48.306000+01:00
1674,19.7,34,2022-01-25 00:20:34.202000+01:00
1675,19.65,34,2022-01-25 00:35:20.401000+01:00
1676,19.65,34,2022-01-25 00:50:06.677000+01:00
1677,19.6,34,2022-01-25 01:04:53.109000+01:00
1678,19.65,34,2022-01-25 01:19:39.673000+01:00
1679,19.45,33,2022-01-25 01:34:26.252000+01:00
1680,19.5,33,2022-01-25 01:49:12.979000+01:00
1681,19.4,33,2022-01-25 02:03:59.859000+01:00
1682,19.35,33,2022-01-25 02:18:47.169000+01:00
1683,19.3,33,2022-01-25 02:33:34.665000+01:00
1684,19.3,33,2022-01-25 02:48:22.240000+01:00
1685,19.2,33,2022-01-25 03:03:09.871000+01:00
1686,19.2,33,2022-01-25 03:17:57.515000+01:00
1687,19.15,33,2022-01-25 03:32:45.589000+01:00
1688,19.1,33,2022-01-25 03:47:33.610000+01:00
1689,19.05,33,2022-01-25 04:02:21.752000+01:00
1690,19.05,33,2022-01-25 04:17:09.935000+01:00
1691,19.0,33,2022-01-25 04:31:58.327000+01:00
1692,18.95,33,2022-01-25 04:46:47.048000+01:00
1693,18.95,33,2022-01-25 05:01:35.834000+01:00
1694,18.85,33,2022-01-25 05:16:24.562000+01:00
1695,18.85,33,2022-01-25 05:31:13.284000+01:00
1696,18.8,33,2022-01-25 05:46:02.207000+01:00
1697,18.75,33,2022-01-25 06:00:51.306000+01:00
1698,18.7,33,2022-01-25 06:15:40.348000+01:00
1699,18.75,33,2022-01-25 06:30:29.558000+01:00
1700,18.7,33,2022-01-25 06:45:18.824000+01:00
1701,18.65,33,2022-01-25 07:00:08.150000+01:00
1702,18.7,35,2022-01-25 07:14:57.575000+01:00
1703,18.7,35,2022-01-25 07:29:46.842000+01:00
1704,18.7,36,2022-01-25 07:44:36.128000+01:00
1705,18.7,36,2022-01-25 07:59:25.587000+01:00
1706,18.65,35,2022-01-25 08:14:15.038000+01:00
1707,18.65,35,2022-01-25 08:29:04.587000+01:00
1708,18.7,35,2022-01-25 08:43:53.918000+01:00
1709,18.7,35,2022-01-25 08:58:43.353000+01:00
1710,18.7,35,2022-01-25 09:13:32.448000+01:00
1711,18.75,34,2022-01-25 09:28:21.524000+01:00
1712,18.9,34,2022-01-25 09:43:10.324000+01:00
1713,20.05,33,2022-01-25 09:57:57.064000+01:00
1714,20.9,31,2022-01-25 10:12:40.576000+01:00
1715,21.65,30,2022-01-25 10:27:21.569000+01:00
1716,22.4,30,2022-01-25 10:42:00.428000+01:00
1717,21.95,31,2022-01-25 10:56:38.754000+01:00
1718,21.5,31,2022-01-25 11:11:18.593000+01:00
1719,21.15,32,2022-01-25 11:25:59.671000+01:00
1720,20.9,32,2022-01-25 11:40:41.748000+01:00
1721,20.55,32,2022-01-25 11:55:24.561000+01:00
1722,20.65,32,2022-01-25 11:57:36.190000+01:00
1723,20.45,32,2022-01-25 12:10:08.050000+01:00
1724,20.25,33,2022-01-25 12:24:52.034000+01:00
1725,20.1,33,2022-01-25 12:39:36.839000+01:00
1726,20.0,33,2022-01-25 12:54:21.944000+01:00
1727,20.0,34,2022-01-25 13:09:07.121000+01:00
1728,19.9,34,2022-01-25 13:23:52.326000+01:00
1729,19.85,34,2022-01-25 13:38:37.737000+01:00
1730,19.8,34,2022-01-25 13:53:23.450000+01:00
1731,19.75,35,2022-01-25 14:08:09.535000+01:00
1732,19.7,34,2022-01-25 14:22:55.500000+01:00
1733,19.7,34,2022-01-25 14:37:41.724000+01:00
1734,19.6,34,2022-01-25 14:52:27.942000+01:00
1735,19.6,34,2022-01-25 15:07:14.389000+01:00
1736,19.45,34,2022-01-25 15:22:01.062000+01:00
1737,19.4,34,2022-01-25 15:36:48.153000+01:00
1738,19.35,34,2022-01-25 15:51:35.568000+01:00
1739,19.2,34,2022-01-25 16:06:23.353000+01:00
1740,19.2,35,2022-01-25 16:21:10.934000+01:00
1741,20.1,34,2022-01-25 16:35:57.607000+01:00
1742,20.9,32,2022-01-25 16:50:41.313000+01:00
1743,21.55,31,2022-01-25 17:05:22.844000+01:00
1744,22.25,31,2022-01-25 17:20:02.434000+01:00
1745,22.85,31,2022-01-25 17:34:39.730000+01:00
1746,22.35,32,2022-01-25 17:49:16.887000+01:00
1747,21.95,32,2022-01-25 18:03:55.320000+01:00
1748,21.65,32,2022-01-25 18:18:34.982000+01:00
1749,21.35,32,2022-01-25 18:33:15.636000+01:00
1750,21.1,32,2022-01-25 18:47:56.766000+01:00
1751,20.85,33,2022-01-25 19:02:38.599000+01:00
1752,20.7,33,2022-01-25 19:17:21.066000+01:00
1753,20.45,33,2022-01-25 19:32:04.297000+01:00
1754,20.15,32,2022-01-25 19:46:48.401000+01:00
1755,20.0,32,2022-01-25 20:01:33.004000+01:00
1756,19.85,32,2022-01-25 20:16:17.958000+01:00
1757,19.7,32,2022-01-25 20:31:03.509000+01:00
1758,19.6,32,2022-01-25 20:45:49.690000+01:00
1759,19.5,37,2022-01-25 21:00:36.366000+01:00
1760,19.5,36,2022-01-25 21:15:23.015000+01:00
1761,19.35,35,2022-01-25 21:30:09.815000+01:00
1762,19.25,35,2022-01-25 21:44:56.882000+01:00
1763,19.15,34,2022-01-25 21:59:44.427000+01:00
1764,19.1,34,2022-01-25 22:14:32.374000+01:00
1765,19.0,33,2022-01-25 22:29:20.392000+01:00
1766,18.9,33,2022-01-25 22:44:08.589000+01:00
1767,18.8,33,2022-01-25 22:58:57.040000+01:00
1768,18.75,33,2022-01-25 23:13:45.594000+01:00
1769,18.7,33,2022-01-25 23:28:34.502000+01:00
1770,18.6,34,2022-01-25 23:43:23.530000+01:00
1771,18.5,34,2022-01-25 23:58:12.782000+01:00
1772,18.45,34,2022-01-26 00:13:02.487000+01:00
1773,18.4,34,2022-01-26 00:27:52.353000+01:00
1774,18.35,34,2022-01-26 00:42:42.698000+01:00
1775,18.25,33,2022-01-26 00:57:33.198000+01:00
1776,18.2,33,2022-01-26 01:12:23.607000+01:00
1777,18.15,33,2022-01-26 01:27:14.326000+01:00
1778,18.15,33,2022-01-26 01:42:05.388000+01:00
1779,18.05,33,2022-01-26 01:56:56.699000+01:00
1780,18.0,33,2022-01-26 02:11:47.929000+01:00
1781,17.95,34,2022-01-26 02:26:39.268000+01:00
1782,17.8,34,2022-01-26 02:41:31.011000+01:00
1783,17.85,34,2022-01-26 02:56:22.924000+01:00
1784,17.75,34,2022-01-26 03:11:14.961000+01:00
1785,17.75,34,2022-01-26 03:26:07.144000+01:00
1786,17.7,34,2022-01-26 03:40:59.558000+01:00
1787,17.7,35,2022-01-26 03:55:52.101000+01:00
1788,17.6,35,2022-01-26 04:10:44.517000+01:00
1789,17.65,35,2022-01-26 04:25:37.161000+01:00
1790,17.6,35,2022-01-26 04:40:29.837000+01:00
1791,17.5,35,2022-01-26 04:55:22.701000+01:00
1792,17.6,35,2022-01-26 05:10:15.729000+01:00
1793,17.45,35,2022-01-26 05:25:08.875000+01:00
1794,17.45,35,2022-01-26 05:40:02.236000+01:00
1795,17.4,35,2022-01-26 05:54:55.629000+01:00
1796,17.4,35,2022-01-26 06:09:48.901000+01:00
1797,17.35,36,2022-01-26 06:24:42.500000+01:00
1798,17.3,36,2022-01-26 06:39:36.117000+01:00
1799,17.25,36,2022-01-26 06:54:29.902000+01:00
1800,17.25,37,2022-01-26 07:09:23.811000+01:00
1801,17.35,36,2022-01-26 07:24:17.625000+01:00
1802,17.4,38,2022-01-26 07:39:11.099000+01:00
1803,17.5,39,2022-01-26 07:54:04.332000+01:00
1804,17.45,38,2022-01-26 08:08:57.446000+01:00
1805,17.4,37,2022-01-26 08:23:50.487000+01:00
1806,17.45,37,2022-01-26 08:38:43.573000+01:00
1807,17.5,36,2022-01-26 08:53:36.537000+01:00
1808,17.5,36,2022-01-26 09:08:29.672000+01:00
1809,18.3,35,2022-01-26 09:23:22.141000+01:00
1810,19.25,34,2022-01-26 09:38:10.847000+01:00
1811,20.15,33,2022-01-26 09:52:56.663000+01:00
1812,20.85,31,2022-01-26 10:07:40.001000+01:00
1813,21.55,31,2022-01-26 10:22:21.079000+01:00
1814,21.6,30,2022-01-26 10:37:00.912000+01:00
1815,21.0,31,2022-01-26 10:51:41.984000+01:00
1816,20.6,31,2022-01-26 11:06:24.565000+01:00
1817,20.15,32,2022-01-26 11:21:08.481000+01:00
1818,20.45,33,2022-01-26 11:35:52.921000+01:00
1819,20.15,34,2022-01-26 11:50:36.886000+01:00
1820,19.9,34,2022-01-26 12:05:21.680000+01:00
1821,19.65,34,2022-01-26 12:20:07.229000+01:00
1822,19.65,34,2022-01-26 12:34:53.268000+01:00
1823,19.6,34,2022-01-26 12:49:39.530000+01:00
1824,19.45,34,2022-01-26 13:04:25.946000+01:00
1825,19.35,34,2022-01-26 13:19:12.610000+01:00
1826,19.95,34,2022-01-26 13:33:59.114000+01:00
1827,20.85,32,2022-01-26 13:48:42.824000+01:00
1828,21.1,32,2022-01-26 14:03:24.380000+01:00
1829,20.65,33,2022-01-26 14:18:06.689000+01:00
1830,20.45,34,2022-01-26 14:32:50.009000+01:00
1831,20.25,34,2022-01-26 14:47:33.967000+01:00
1832,20.0,34,2022-01-26 15:02:18.500000+01:00
1833,19.95,34,2022-01-26 15:17:03.617000+01:00
1834,19.75,34,2022-01-26 15:31:49.118000+01:00
1835,19.65,34,2022-01-26 15:46:35.009000+01:00
1836,19.55,35,2022-01-26 16:01:21.217000+01:00
1837,19.4,35,2022-01-26 16:16:08.083000+01:00
1838,19.7,36,2022-01-26 16:30:54.784000+01:00
1839,20.7,35,2022-01-26 16:45:39.008000+01:00
1840,21.3,35,2022-01-26 17:00:20.536000+01:00
1841,21.0,35,2022-01-26 17:15:01.911000+01:00
1842,20.75,35,2022-01-26 17:29:44.393000+01:00
1843,20.75,35,2022-01-26 17:44:27.049000+01:00
1844,20.7,35,2022-01-26 17:59:10.024000+01:00
1845,20.5,36,2022-01-26 18:13:53.581000+01:00
1846,20.4,36,2022-01-26 18:28:37.589000+01:00
1847,20.45,36,2022-01-26 18:43:21.631000+01:00
1848,21.45,34,2022-01-26 18:58:03.909000+01:00
1849,21.25,35,2022-01-26 19:12:44.780000+01:00
1850,21.05,35,2022-01-26 19:27:26.358000+01:00
1851,20.8,35,2022-01-26 19:42:08.398000+01:00
1852,20.6,35,2022-01-26 19:56:51.302000+01:00
1853,20.4,35,2022-01-26 20:11:34.990000+01:00
1854,20.15,35,2022-01-26 20:26:19.388000+01:00
1855,20.0,36,2022-01-26 20:41:04.086000+01:00
1856,19.9,36,2022-01-26 20:55:49.255000+01:00
1857,19.7,36,2022-01-26 21:10:34.800000+01:00
1858,19.65,35,2022-01-26 21:25:20.673000+01:00
1859,19.6,35,2022-01-26 21:40:07.016000+01:00
1860,19.55,35,2022-01-26 21:54:53.614000+01:00
1861,19.45,35,2022-01-26 22:09:40.302000+01:00
1862,19.35,35,2022-01-26 22:24:27.025000+01:00
1863,19.3,35,2022-01-26 22:39:13.933000+01:00
1864,19.3,35,2022-01-26 22:54:01.349000+01:00
1865,19.2,35,2022-01-26 23:08:48.876000+01:00
1866,19.2,35,2022-01-26 23:23:36.486000+01:00
1867,19.2,35,2022-01-26 23:38:24.212000+01:00
1868,19.15,35,2022-01-26 23:53:11.837000+01:00
1869,19.05,35,2022-01-27 00:07:59.718000+01:00
1870,19.05,35,2022-01-27 00:22:47.890000+01:00
1871,19.0,35,2022-01-27 00:37:36.055000+01:00
1872,18.95,35,2022-01-27 00:52:24.431000+01:00
1873,18.9,35,2022-01-27 01:07:12.711000+01:00
1874,19.0,35,2022-01-27 01:22:01.104000+01:00
1875,19.35,35,2022-01-27 01:36:48.634000+01:00
1876,19.3,35,2022-01-27 01:51:35.622000+01:00
1877,19.2,35,2022-01-27 02:06:22.935000+01:00
1878,19.15,35,2022-01-27 02:21:10.698000+01:00
1879,19.1,35,2022-01-27 02:35:58.423000+01:00
1880,19.05,35,2022-01-27 02:50:46.220000+01:00
1881,19.05,35,2022-01-27 03:05:34.354000+01:00
1882,19.0,35,2022-01-27 03:20:22.404000+01:00
1883,18.9,35,2022-01-27 03:35:10.633000+01:00
1884,18.85,35,2022-01-27 03:49:58.929000+01:00
1885,18.8,35,2022-01-27 04:04:47.405000+01:00
1886,18.85,35,2022-01-27 04:19:35.959000+01:00
1887,18.75,35,2022-01-27 04:34:24.555000+01:00
1888,18.75,35,2022-01-27 04:49:13.378000+01:00
1889,18.7,35,2022-01-27 05:04:02.192000+01:00
1890,18.65,35,2022-01-27 05:18:51.190000+01:00
1891,18.65,35,2022-01-27 05:33:40.215000+01:00
1892,18.65,35,2022-01-27 05:48:29.321000+01:00
1893,18.6,35,2022-01-27 06:03:18.695000+01:00
1894,18.65,35,2022-01-27 06:18:08.232000+01:00
1895,18.6,35,2022-01-27 06:32:57.805000+01:00
1896,18.65,35,2022-01-27 06:47:47.262000+01:00
1897,18.65,36,2022-01-27 07:02:36.412000+01:00
1898,18.8,37,2022-01-27 07:17:25.130000+01:00
1899,18.85,38,2022-01-27 07:32:13.918000+01:00
1900,18.85,38,2022-01-27 07:47:02.510000+01:00
1901,18.8,37,2022-01-27 08:01:51.382000+01:00
1902,18.85,36,2022-01-27 08:16:40.133000+01:00
1903,18.8,36,2022-01-27 08:31:28.792000+01:00
1904,18.8,37,2022-01-27 08:46:17.691000+01:00
1905,18.85,36,2022-01-27 09:01:06.538000+01:00
1906,18.8,36,2022-01-27 09:15:55.514000+01:00
1907,18.9,36,2022-01-27 09:30:44.097000+01:00
1908,18.9,36,2022-01-27 09:45:32.617000+01:00
1909,18.85,36,2022-01-27 10:00:21.307000+01:00
1910,18.85,36,2022-01-27 10:15:09.962000+01:00
1911,18.9,36,2022-01-27 10:29:58.739000+01:00
1912,19.35,35,2022-01-27 10:44:47.070000+01:00
1913,20.3,34,2022-01-27 10:59:32.475000+01:00
1914,21.05,33,2022-01-27 11:14:15.217000+01:00
1915,20.75,33,2022-01-27 11:28:57.216000+01:00
1916,20.55,34,2022-01-27 11:43:40.382000+01:00
1917,20.7,34,2022-01-27 11:58:23.649000+01:00
1918,20.45,34,2022-01-27 12:13:06.739000+01:00
1919,20.2,34,2022-01-27 12:27:50.763000+01:00
1920,20.05,34,2022-01-27 12:42:35.438000+01:00
1921,19.9,34,2022-01-27 12:57:20.624000+01:00
1922,19.75,34,2022-01-27 13:12:06.252000+01:00
1923,19.65,34,2022-01-27 13:26:52.242000+01:00
1924,19.6,34,2022-01-27 13:41:38.202000+01:00
1925,19.6,34,2022-01-27 13:56:24.371000+01:00
1926,19.6,34,2022-01-27 14:11:10.477000+01:00
1927,19.5,34,2022-01-27 14:25:57.113000+01:00
1928,19.45,34,2022-01-27 14:40:43.669000+01:00
1929,19.45,34,2022-01-27 14:55:30.270000+01:00
1930,19.35,34,2022-01-27 15:10:16.862000+01:00
1931,19.35,34,2022-01-27 15:25:03.820000+01:00
1932,19.25,34,2022-01-27 15:39:50.903000+01:00
1933,19.2,34,2022-01-27 15:54:38.203000+01:00
1934,19.15,34,2022-01-27 16:09:25.636000+01:00
1935,19.6,33,2022-01-27 16:24:13.097000+01:00
1936,20.55,33,2022-01-27 16:38:58.133000+01:00
1937,20.4,34,2022-01-27 16:53:41.688000+01:00
1938,20.25,35,2022-01-27 17:08:25.396000+01:00
1939,20.2,35,2022-01-27 17:23:09.462000+01:00
1940,20.1,36,2022-01-27 17:37:53.643000+01:00
1941,20.1,36,2022-01-27 17:52:38.066000+01:00
1942,20.1,35,2022-01-27 18:07:22.738000+01:00
1943,20.1,35,2022-01-27 18:22:07.401000+01:00
1944,20.1,36,2022-01-27 18:36:52.022000+01:00
1945,20.15,37,2022-01-27 18:51:36.705000+01:00
1946,20.1,36,2022-01-27 19:06:21.509000+01:00
1947,20.45,36,2022-01-27 19:21:05.774000+01:00
1948,20.45,35,2022-01-27 19:35:49.159000+01:00
1949,20.5,36,2022-01-27 19:50:32.893000+01:00
1950,20.4,36,2022-01-27 20:05:16.513000+01:00
1951,20.4,35,2022-01-27 20:20:00.225000+01:00
1952,20.3,35,2022-01-27 20:34:44.115000+01:00
1953,20.15,34,2022-01-27 20:49:28.173000+01:00
1954,20.05,34,2022-01-27 21:04:12.985000+01:00
1955,19.95,33,2022-01-27 21:18:57.983000+01:00
1956,19.85,33,2022-01-27 21:33:43.332000+01:00
1957,19.7,33,2022-01-27 21:48:28.953000+01:00
1958,19.6,32,2022-01-27 22:03:14.763000+01:00
1959,19.55,32,2022-01-27 22:18:01.007000+01:00
1960,19.45,32,2022-01-27 22:32:47.644000+01:00
1961,19.4,32,2022-01-27 22:47:34.480000+01:00
1962,19.35,31,2022-01-27 23:02:21.570000+01:00
1963,19.3,31,2022-01-27 23:17:08.725000+01:00
1964,19.25,31,2022-01-27 23:31:56.252000+01:00
1965,19.1,32,2022-01-27 23:46:44.170000+01:00
1966,19.05,32,2022-01-28 00:01:31.925000+01:00
1967,19.05,32,2022-01-28 00:16:19.741000+01:00
1968,19.0,32,2022-01-28 00:31:07.570000+01:00
1969,18.9,32,2022-01-28 00:45:55.858000+01:00
1970,18.9,32,2022-01-28 01:00:44.273000+01:00
1971,18.85,32,2022-01-28 01:15:32.870000+01:00
1972,18.85,32,2022-01-28 01:30:21.544000+01:00
1973,18.85,32,2022-01-28 01:45:10.200000+01:00
1974,18.75,31,2022-01-28 01:59:59.250000+01:00
1975,18.75,31,2022-01-28 02:14:48.071000+01:00
1976,18.7,38,2022-01-28 02:29:36.812000+01:00
1977,18.75,34,2022-01-28 02:44:25.269000+01:00
1978,18.75,33,2022-01-28 02:59:14.068000+01:00
1979,18.75,33,2022-01-28 03:14:02.689000+01:00
1980,18.7,32,2022-01-28 03:28:51.612000+01:00
1981,18.7,32,2022-01-28 03:43:40.533000+01:00
1982,18.7,31,2022-01-28 03:58:29.446000+01:00
1983,18.65,30,2022-01-28 04:13:18.624000+01:00
1984,18.6,30,2022-01-28 04:28:07.925000+01:00
1985,18.6,30,2022-01-28 04:42:57.241000+01:00
1986,18.5,31,2022-01-28 04:57:46.650000+01:00
1987,18.6,31,2022-01-28 05:12:36.389000+01:00
1988,18.45,31,2022-01-28 05:27:26.142000+01:00
1989,18.45,31,2022-01-28 05:42:16.128000+01:00
1990,18.4,31,2022-01-28 05:57:05.783000+01:00
1991,18.4,31,2022-01-28 06:11:55.717000+01:00
1992,18.3,31,2022-01-28 06:26:46.018000+01:00
1993,18.3,31,2022-01-28 06:41:36.486000+01:00
1994,18.3,32,2022-01-28 06:56:27.015000+01:00
1995,18.2,32,2022-01-28 07:11:17.435000+01:00
1996,18.2,32,2022-01-28 07:26:08.173000+01:00
1997,18.2,32,2022-01-28 07:40:59.103000+01:00
1998,18.2,33,2022-01-28 07:55:50.091000+01:00
1999,18.9,32,2022-01-28 08:10:39.947000+01:00
2000,19.8,31,2022-01-28 08:25:26.776000+01:00
2001,20.45,31,2022-01-28 08:40:11.470000+01:00
2002,20.5,32,2022-01-28 08:54:54.788000+01:00
2003,20.15,33,2022-01-28 09:09:38.710000+01:00
2004,19.9,33,2022-01-28 09:24:23.517000+01:00
2005,19.7,33,2022-01-28 09:39:09.071000+01:00
2006,19.55,34,2022-01-28 09:53:55.208000+01:00
2007,19.4,34,2022-01-28 10:08:41.535000+01:00
2008,19.3,34,2022-01-28 10:23:28.235000+01:00
2009,19.3,35,2022-01-28 10:38:15.003000+01:00
2010,19.2,35,2022-01-28 10:53:01.945000+01:00
2011,19.1,35,2022-01-28 11:07:49.230000+01:00
2012,19.1,36,2022-01-28 11:22:36.677000+01:00
2013,19.25,38,2022-01-28 11:37:24.352000+01:00
2014,19.3,40,2022-01-28 11:52:11.240000+01:00
2015,19.3,38,2022-01-28 12:06:58.246000+01:00
2016,19.3,37,2022-01-28 12:21:45.156000+01:00
2017,19.3,36,2022-01-28 12:36:31.934000+01:00
2018,19.4,36,2022-01-28 12:51:18.837000+01:00
2019,19.65,36,2022-01-28 13:06:05.448000+01:00
2020,20.6,34,2022-01-28 13:20:50.129000+01:00
2021,20.7,33,2022-01-28 13:35:32.702000+01:00
2022,20.65,34,2022-01-28 13:50:15.301000+01:00
2023,20.45,34,2022-01-28 14:04:58.395000+01:00
2024,20.4,34,2022-01-28 14:19:41.979000+01:00
2025,20.2,34,2022-01-28 14:34:26.013000+01:00
2026,20.05,35,2022-01-28 14:49:10.382000+01:00
2027,20.0,35,2022-01-28 15:03:55.133000+01:00
2028,19.9,35,2022-01-28 15:18:40.073000+01:00
2029,19.9,35,2022-01-28 15:33:25.116000+01:00
2030,19.85,34,2022-01-28 15:48:10.235000+01:00
2031,19.7,34,2022-01-28 16:02:55.459000+01:00
2032,19.75,34,2022-01-28 16:17:41.047000+01:00
2033,19.7,34,2022-01-28 16:32:26.577000+01:00
2034,19.7,35,2022-01-28 16:47:12.265000+01:00
2035,19.65,34,2022-01-28 17:01:57.986000+01:00
2036,19.65,34,2022-01-28 17:16:43.782000+01:00
2037,19.7,34,2022-01-28 17:31:29.564000+01:00
2038,19.75,34,2022-01-28 17:46:15.149000+01:00
2039,19.65,34,2022-01-28 18:01:00.768000+01:00
2040,19.65,35,2022-01-28 18:15:46.488000+01:00
2041,19.65,34,2022-01-28 18:30:32.229000+01:00
2042,19.65,34,2022-01-28 18:45:18.028000+01:00
2043,19.7,34,2022-01-28 19:00:03.912000+01:00
2044,19.7,34,2022-01-28 19:14:49.820000+01:00
2045,19.75,35,2022-01-28 19:29:35.671000+01:00
2046,19.65,35,2022-01-28 19:44:21.417000+01:00
2047,19.6,36,2022-01-28 19:59:07.055000+01:00
2048,19.55,37,2022-01-28 20:13:53.029000+01:00
2049,19.5,36,2022-01-28 20:28:39.128000+01:00
2050,19.5,35,2022-01-28 20:43:25.321000+01:00
2051,19.45,35,2022-01-28 20:58:11.682000+01:00
2052,19.5,35,2022-01-28 21:12:58.066000+01:00
2053,19.5,34,2022-01-28 21:27:44.227000+01:00
2054,19.5,34,2022-01-28 21:42:30.425000+01:00
2055,19.55,34,2022-01-28 21:57:16.587000+01:00
2056,19.55,33,2022-01-28 22:12:02.792000+01:00
2057,19.5,33,2022-01-28 22:26:49.026000+01:00
2058,19.45,33,2022-01-28 22:41:35.141000+01:00
2059,19.5,33,2022-01-28 22:56:21.637000+01:00
2060,19.5,33,2022-01-28 23:11:07.815000+01:00
2061,19.5,33,2022-01-28 23:25:54.106000+01:00
2062,19.45,33,2022-01-28 23:40:40.659000+01:00
2063,19.45,33,2022-01-28 23:55:27.288000+01:00
2064,19.4,33,2022-01-29 00:10:13.771000+01:00
2065,19.4,33,2022-01-29 00:25:00.394000+01:00
2066,19.45,33,2022-01-29 00:39:46.984000+01:00
2067,19.4,33,2022-01-29 00:54:33.719000+01:00
2068,19.25,33,2022-01-29 01:09:20.552000+01:00
2069,19.2,33,2022-01-29 01:24:07.562000+01:00
2070,19.15,33,2022-01-29 01:38:55.022000+01:00
2071,19.1,33,2022-01-29 01:53:42.484000+01:00
2072,19.0,33,2022-01-29 02:08:30.188000+01:00
2073,18.95,33,2022-01-29 02:23:18.198000+01:00
2074,18.9,33,2022-01-29 02:38:06.291000+01:00
2075,18.85,34,2022-01-29 02:52:54.791000+01:00
2076,18.8,34,2022-01-29 03:07:43.277000+01:00
2077,18.75,34,2022-01-29 03:22:31.915000+01:00
2078,18.75,34,2022-01-29 03:37:20.751000+01:00
2079,18.7,34,2022-01-29 03:52:09.731000+01:00
2080,18.65,34,2022-01-29 04:06:58.804000+01:00
2081,18.65,34,2022-01-29 04:21:47.806000+01:00
2082,18.6,34,2022-01-29 04:36:36.800000+01:00
2083,18.65,35,2022-01-29 04:51:25.712000+01:00
2084,18.6,35,2022-01-29 05:06:14.620000+01:00
2085,18.6,35,2022-01-29 05:21:03.567000+01:00
2086,18.65,35,2022-01-29 05:35:52.694000+01:00
2087,18.55,35,2022-01-29 05:50:41.818000+01:00
2088,18.6,35,2022-01-29 06:05:31.042000+01:00
2089,18.55,36,2022-01-29 06:20:20.196000+01:00
2090,18.6,36,2022-01-29 06:35:09.549000+01:00
2091,18.55,36,2022-01-29 06:49:58.893000+01:00
2092,18.6,36,2022-01-29 07:04:48.102000+01:00
2093,18.6,37,2022-01-29 07:19:37.149000+01:00
2094,18.65,38,2022-01-29 07:34:26.098000+01:00
2095,18.7,38,2022-01-29 07:49:14.698000+01:00
2096,18.75,38,2022-01-29 08:04:03.037000+01:00
2097,18.75,39,2022-01-29 08:18:51.474000+01:00
2098,18.85,39,2022-01-29 08:33:39.962000+01:00
2099,18.75,39,2022-01-29 08:48:28.450000+01:00
2100,18.85,39,2022-01-29 09:03:16.818000+01:00
2101,18.95,38,2022-01-29 09:18:05.175000+01:00
2102,18.9,38,2022-01-29 09:32:53.589000+01:00
2103,18.95,38,2022-01-29 09:47:41.647000+01:00
2104,19.6,38,2022-01-29 10:02:29.211000+01:00
2105,20.55,37,2022-01-29 10:17:13.722000+01:00
2106,21.1,36,2022-01-29 10:31:55.912000+01:00
2107,22.1,35,2022-01-29 10:46:35.614000+01:00
2108,22.7,33,2022-01-29 11:01:12.855000+01:00
2109,23.25,33,2022-01-29 11:15:48.275000+01:00
2110,23.3,33,2022-01-29 11:30:22.574000+01:00
2111,22.8,34,2022-01-29 11:44:58.152000+01:00
2112,22.4,34,2022-01-29 11:59:35.237000+01:00
2113,22.05,34,2022-01-29 12:14:13.613000+01:00
2114,21.75,36,2022-01-29 12:28:53.004000+01:00
2115,21.45,36,2022-01-29 12:43:33.251000+01:00
2116,21.25,36,2022-01-29 12:58:14.080000+01:00
2117,21.2,36,2022-01-29 13:12:55.330000+01:00
2118,21.6,35,2022-01-29 13:27:36.110000+01:00
2119,22.1,36,2022-01-29 13:42:15.155000+01:00
2120,21.85,36,2022-01-29 13:56:54.001000+01:00
2121,21.75,35,2022-01-29 14:11:33.426000+01:00
2122,21.5,35,2022-01-29 14:26:13.279000+01:00
2123,21.4,36,2022-01-29 14:40:53.717000+01:00
2124,21.25,35,2022-01-29 14:55:34.645000+01:00
2125,21.05,35,2022-01-29 15:10:16.016000+01:00
