,2LivingRoomHumidifier_temperature,2LivingRoomHumidifier_humidity,timestamp
73,22.5,31,2022-03-18 16:15:32.956000+01:00
74,22.55,30,2022-03-18 16:31:33.265000+01:00
75,22.45,31,2022-03-18 16:47:33.942000+01:00
76,22.4,31,2022-03-18 17:03:33.944000+01:00
77,22.35,31,2022-03-18 17:19:34.637000+01:00
78,22.35,32,2022-03-18 17:35:35.229000+01:00
79,22.35,32,2022-03-18 17:51:35.819000+01:00
80,22.35,31,2022-03-18 18:07:36.657000+01:00
81,22.3,32,2022-03-18 18:23:37.496000+01:00
82,22.3,31,2022-03-18 18:39:38.239000+01:00
83,22.3,31,2022-03-18 18:55:39.130000+01:00
84,22.2,30,2022-03-18 19:11:40.427000+01:00
85,22.25,32,2022-03-18 19:27:42.113000+01:00
86,22.25,32,2022-03-18 19:43:43.277000+01:00
87,22.25,31,2022-03-18 19:59:44.624000+01:00
0,22.25,31,2022-03-18 20:15:45.929000+01:00
1,22.25,31,2022-03-18 20:31:46.986000+01:00
2,22.15,31,2022-03-18 20:47:48.123000+01:00
3,22.1,30,2022-03-18 21:03:49.537000+01:00
4,22.1,30,2022-03-18 21:19:51.183000+01:00
5,21.95,30,2022-03-18 21:35:52.877000+01:00
6,21.95,30,2022-03-18 21:51:55.072000+01:00
7,21.9,29,2022-03-18 22:07:57.167000+01:00
8,21.9,33,2022-03-18 22:23:59.312000+01:00
9,21.9,32,2022-03-18 22:40:01.404000+01:00
10,21.85,32,2022-03-18 22:56:03.670000+01:00
11,21.75,31,2022-03-18 23:12:05.932000+01:00
12,21.7,31,2022-03-18 23:28:08.255000+01:00
13,21.65,31,2022-03-18 23:44:11.004000+01:00
14,21.6,31,2022-03-19 00:00:13.855000+01:00
15,21.5,30,2022-03-19 00:16:16.954000+01:00
16,21.35,30,2022-03-19 00:32:20.271000+01:00
17,21.4,30,2022-03-19 00:48:23.804000+01:00
18,21.3,30,2022-03-19 01:04:27.423000+01:00
19,21.3,30,2022-03-19 01:20:31.307000+01:00
20,21.25,30,2022-03-19 01:36:35.318000+01:00
21,21.2,30,2022-03-19 01:52:39.552000+01:00
22,21.1,30,2022-03-19 02:08:43.850000+01:00
23,21.1,30,2022-03-19 02:24:48.104000+01:00
24,21.0,30,2022-03-19 02:40:52.512000+01:00
25,21.05,30,2022-03-19 02:56:57.172000+01:00
26,21.0,30,2022-03-19 03:13:02.026000+01:00
27,20.9,30,2022-03-19 03:29:06.991000+01:00
28,20.85,30,2022-03-19 03:45:12.203000+01:00
29,20.85,30,2022-03-19 04:01:17.757000+01:00
30,20.8,30,2022-03-19 04:17:23.316000+01:00
31,20.85,30,2022-03-19 04:33:28.934000+01:00
32,20.85,30,2022-03-19 04:49:34.436000+01:00
33,20.75,30,2022-03-19 05:05:39.932000+01:00
34,20.75,30,2022-03-19 05:21:45.683000+01:00
35,20.7,30,2022-03-19 05:37:51.536000+01:00
36,20.65,30,2022-03-19 05:53:57.687000+01:00
37,20.6,30,2022-03-19 06:10:03.807000+01:00
38,20.6,30,2022-03-19 06:26:10.042000+01:00
39,20.65,30,2022-03-19 06:42:16.229000+01:00
40,20.65,30,2022-03-19 06:58:22.337000+01:00
41,20.75,31,2022-03-19 07:14:28.118000+01:00
42,20.8,33,2022-03-19 07:30:33.691000+01:00
43,20.8,32,2022-03-19 07:46:39.275000+01:00
44,20.8,32,2022-03-19 08:02:44.953000+01:00
45,20.85,32,2022-03-19 08:18:50.475000+01:00
46,21.0,32,2022-03-19 08:34:55.608000+01:00
47,21.0,32,2022-03-19 08:51:00.474000+01:00
48,21.1,32,2022-03-19 09:07:05.385000+01:00
49,21.15,31,2022-03-19 09:23:09.941000+01:00
50,21.2,31,2022-03-19 09:39:14.332000+01:00
51,21.3,31,2022-03-19 09:55:18.603000+01:00
52,21.4,31,2022-03-19 10:11:22.798000+01:00
53,21.5,31,2022-03-19 10:27:26.649000+01:00
54,21.6,34,2022-03-19 10:43:30.078000+01:00
55,21.75,34,2022-03-19 10:59:33.271000+01:00
56,21.9,33,2022-03-19 11:15:36.092000+01:00
57,22.0,33,2022-03-19 11:31:38.437000+01:00
58,22.0,32,2022-03-19 11:47:40.606000+01:00
59,22.05,31,2022-03-19 12:03:42.766000+01:00
60,22.2,30,2022-03-19 12:19:45.026000+01:00
61,22.25,30,2022-03-19 12:35:46.659000+01:00
62,22.3,29,2022-03-19 12:51:48.016000+01:00
63,22.45,29,2022-03-19 13:07:49.030000+01:00
64,22.6,28,2022-03-19 13:23:49.566000+01:00
65,22.75,28,2022-03-19 13:39:49.973000+01:00
66,22.75,28,2022-03-19 13:55:49.962000+01:00
67,22.9,28,2022-03-19 14:11:49.752000+01:00
68,23.1,28,2022-03-19 14:27:49.129000+01:00
69,23.15,28,2022-03-19 14:43:47.907000+01:00
70,23.15,28,2022-03-19 14:59:46.665000+01:00
71,23.3,28,2022-03-19 15:15:45.535000+01:00
72,23.25,28,2022-03-19 15:31:44.189000+01:00
73,23.3,28,2022-03-19 15:47:42.987000+01:00
74,23.25,29,2022-03-19 16:03:41.686000+01:00
75,23.3,29,2022-03-19 16:19:40.082000+01:00
76,23.25,29,2022-03-19 16:35:38.647000+01:00
77,23.1,29,2022-03-19 16:51:37.305000+01:00
78,23.1,30,2022-03-19 17:07:36.097000+01:00
79,23.1,31,2022-03-19 17:23:34.930000+01:00
80,23.05,31,2022-03-19 17:39:33.931000+01:00
81,22.95,30,2022-03-19 17:55:33.166000+01:00
82,22.9,31,2022-03-19 18:11:32.665000+01:00
83,22.85,32,2022-03-19 18:27:32.252000+01:00
84,22.9,32,2022-03-19 18:43:31.759000+01:00
85,23.0,35,2022-03-19 18:59:31.054000+01:00
86,23.15,36,2022-03-19 19:15:30.049000+01:00
87,23.45,35,2022-03-19 19:31:28.333000+01:00
88,23.5,32,2022-03-19 19:47:26.562000+01:00
89,23.7,31,2022-03-19 20:03:24.221000+01:00
0,23.8,29,2022-03-19 20:19:21.374000+01:00
1,24.15,29,2022-03-19 20:35:17.804000+01:00
2,24.3,29,2022-03-19 20:51:13.788000+01:00
3,24.25,28,2022-03-19 21:07:09.568000+01:00
4,24.25,29,2022-03-19 21:23:04.612000+01:00
5,24.25,29,2022-03-19 21:39:00.298000+01:00
6,24.05,29,2022-03-19 21:54:56.261000+01:00
7,23.85,29,2022-03-19 22:10:53+01:00
8,23.6,29,2022-03-19 22:26:50.124000+01:00
9,23.5,30,2022-03-19 22:42:47.778000+01:00
10,23.35,30,2022-03-19 22:58:45.889000+01:00
11,23.3,30,2022-03-19 23:14:44.217000+01:00
12,23.1,30,2022-03-19 23:30:42.714000+01:00
13,23.0,29,2022-03-19 23:46:41.702000+01:00
14,22.85,29,2022-03-20 00:02:41.060000+01:00
15,22.75,30,2022-03-20 00:18:40.684000+01:00
16,22.65,30,2022-03-20 00:34:41.413000+01:00
17,22.6,30,2022-03-20 00:50:41.006000+01:00
18,22.5,30,2022-03-20 01:06:41.536000+01:00
19,22.45,30,2022-03-20 01:22:42.487000+01:00
20,22.3,30,2022-03-20 01:38:43.508000+01:00
21,22.3,30,2022-03-20 01:54:44.632000+01:00
22,22.2,30,2022-03-20 02:10:46.051000+01:00
23,22.15,30,2022-03-20 02:26:47.581000+01:00
24,22.1,30,2022-03-20 02:42:49.462000+01:00
25,22.0,30,2022-03-20 02:58:51.652000+01:00
26,21.95,30,2022-03-20 03:14:53.945000+01:00
27,21.8,30,2022-03-20 03:30:56.307000+01:00
28,21.85,30,2022-03-20 03:46:59.011000+01:00
29,21.7,30,2022-03-20 04:03:01.903000+01:00
30,21.65,30,2022-03-20 04:19:05.191000+01:00
31,21.55,30,2022-03-20 04:35:08.642000+01:00
32,21.5,30,2022-03-20 04:51:12.122000+01:00
33,21.4,30,2022-03-20 05:07:15.715000+01:00
34,21.4,30,2022-03-20 05:23:19.400000+01:00
35,21.35,30,2022-03-20 05:39:23.187000+01:00
36,21.25,30,2022-03-20 05:55:27.149000+01:00
37,21.2,30,2022-03-20 06:11:31.349000+01:00
38,21.1,30,2022-03-20 06:27:35.558000+01:00
39,21.1,30,2022-03-20 06:43:39.868000+01:00
40,21.0,30,2022-03-20 06:59:44.462000+01:00
41,21.05,30,2022-03-20 07:15:49.238000+01:00
42,21.05,32,2022-03-20 07:31:53.967000+01:00
43,21.15,33,2022-03-20 07:47:58.484000+01:00
44,21.3,34,2022-03-20 08:04:02.793000+01:00
45,21.35,33,2022-03-20 08:20:07.104000+01:00
46,21.35,32,2022-03-20 08:36:10.882000+01:00
47,21.35,31,2022-03-20 08:52:14.774000+01:00
48,20.8,28,2022-03-20 09:08:19.930000+01:00
49,20.85,28,2022-03-20 09:24:25.306000+01:00
50,20.9,28,2022-03-20 09:40:30.441000+01:00
51,21.05,30,2022-03-20 09:56:35.374000+01:00
52,21.15,30,2022-03-20 10:12:40.099000+01:00
53,21.35,31,2022-03-20 10:28:44.121000+01:00
54,21.45,31,2022-03-20 10:44:47.811000+01:00
55,21.5,32,2022-03-20 11:00:51.128000+01:00
56,21.65,32,2022-03-20 11:16:54.199000+01:00
57,21.8,35,2022-03-20 11:32:57.112000+01:00
58,21.85,33,2022-03-20 11:48:59.491000+01:00
59,22.0,34,2022-03-20 12:05:01.662000+01:00
60,22.05,33,2022-03-20 12:21:03.411000+01:00
61,22.2,32,2022-03-20 12:37:04.868000+01:00
62,22.35,33,2022-03-20 12:53:05.956000+01:00
63,22.4,32,2022-03-20 13:09:06.644000+01:00
64,22.6,31,2022-03-20 13:25:07.094000+01:00
65,22.8,30,2022-03-20 13:41:07.181000+01:00
66,23.0,30,2022-03-20 13:57:06.664000+01:00
67,23.1,31,2022-03-20 14:13:05.622000+01:00
68,23.1,32,2022-03-20 14:29:04.337000+01:00
69,23.15,32,2022-03-20 14:45:02.779000+01:00
70,23.15,33,2022-03-20 15:01:01.389000+01:00
71,23.15,35,2022-03-20 15:16:59.954000+01:00
72,23.1,34,2022-03-20 15:32:58.545000+01:00
73,23.05,33,2022-03-20 15:48:57.114000+01:00
74,22.95,32,2022-03-20 16:04:56.282000+01:00
75,22.95,32,2022-03-20 16:20:55.620000+01:00
76,22.9,32,2022-03-20 16:36:54.843000+01:00
77,22.95,32,2022-03-20 16:52:54.271000+01:00
78,22.95,35,2022-03-20 17:08:53.547000+01:00
79,22.95,34,2022-03-20 17:24:52.611000+01:00
80,23.0,33,2022-03-20 17:40:51.776000+01:00
81,23.0,32,2022-03-20 17:56:51.047000+01:00
82,22.9,31,2022-03-20 18:12:50.365000+01:00
83,22.9,31,2022-03-20 18:28:49.500000+01:00
84,22.85,32,2022-03-20 18:44:48.862000+01:00
85,22.9,32,2022-03-20 19:00:48.256000+01:00
86,22.85,32,2022-03-20 19:16:47.661000+01:00
87,22.85,31,2022-03-20 19:32:47.251000+01:00
88,22.85,32,2022-03-20 19:48:46.773000+01:00
89,22.75,32,2022-03-20 20:04:46.414000+01:00
0,22.65,31,2022-03-20 20:20:46.215000+01:00
1,22.65,31,2022-03-20 20:36:46.256000+01:00
2,22.55,31,2022-03-20 20:52:46.429000+01:00
3,22.55,31,2022-03-20 21:08:46.816000+01:00
4,22.45,31,2022-03-20 21:24:47.386000+01:00
5,22.4,30,2022-03-20 21:40:48.309000+01:00
6,22.35,30,2022-03-20 21:56:49.088000+01:00
7,22.3,30,2022-03-20 22:12:50.062000+01:00
8,22.25,30,2022-03-20 22:28:51.172000+01:00
9,22.15,30,2022-03-20 22:44:54.071000+01:00
10,22.05,30,2022-03-20 23:00:54.074000+01:00
11,22.05,30,2022-03-20 23:16:55.835000+01:00
12,21.95,30,2022-03-20 23:32:57.751000+01:00
13,21.9,30,2022-03-20 23:48:59.974000+01:00
14,21.85,30,2022-03-21 00:05:02.253000+01:00
15,21.8,30,2022-03-21 00:21:04.960000+01:00
16,21.75,30,2022-03-21 00:37:07.642000+01:00
17,21.65,30,2022-03-21 00:53:10.736000+01:00
18,21.5,30,2022-03-21 01:09:14.057000+01:00
19,21.45,30,2022-03-21 01:25:17.200000+01:00
20,21.45,30,2022-03-21 01:41:20.884000+01:00
21,21.35,30,2022-03-21 01:57:24.637000+01:00
22,21.3,30,2022-03-21 02:13:28.332000+01:00
23,21.3,30,2022-03-21 02:29:32.151000+01:00
24,21.25,30,2022-03-21 02:45:36.070000+01:00
25,21.1,30,2022-03-21 03:01:40.291000+01:00
26,21.1,31,2022-03-21 03:17:44.620000+01:00
27,21.05,30,2022-03-21 03:33:49.172000+01:00
28,21.0,31,2022-03-21 03:49:53.853000+01:00
29,20.95,31,2022-03-21 04:05:58.567000+01:00
30,20.9,30,2022-03-21 04:22:03.730000+01:00
31,20.85,31,2022-03-21 04:38:09+01:00
32,20.8,31,2022-03-21 04:54:14.226000+01:00
33,20.8,31,2022-03-21 05:10:19.752000+01:00
34,20.75,31,2022-03-21 05:26:25.443000+01:00
35,20.65,31,2022-03-21 05:42:31.364000+01:00
36,20.55,30,2022-03-21 05:58:37.298000+01:00
37,20.55,31,2022-03-21 06:14:43.513000+01:00
38,20.45,31,2022-03-21 06:30:49.807000+01:00
39,20.6,32,2022-03-21 06:46:56.151000+01:00
40,20.5,33,2022-03-21 07:03:02.294000+01:00
41,20.6,32,2022-03-21 07:19:08.490000+01:00
42,20.7,32,2022-03-21 07:35:14.806000+01:00
43,20.75,31,2022-03-21 07:51:20.914000+01:00
44,20.85,31,2022-03-21 08:07:26.631000+01:00
45,20.85,31,2022-03-21 08:23:32.247000+01:00
46,20.9,30,2022-03-21 08:39:37.840000+01:00
47,20.9,30,2022-03-21 08:55:43.303000+01:00
48,20.95,30,2022-03-21 09:11:49.107000+01:00
49,21.05,29,2022-03-21 09:27:54.296000+01:00
50,21.0,29,2022-03-21 09:43:59.682000+01:00
51,21.05,29,2022-03-21 10:00:04.852000+01:00
52,21.1,30,2022-03-21 10:16:09.879000+01:00
53,21.15,30,2022-03-21 10:32:14.679000+01:00
54,21.25,30,2022-03-21 10:48:19.391000+01:00
55,21.25,30,2022-03-21 11:04:24.070000+01:00
56,21.3,29,2022-03-21 11:20:28.437000+01:00
57,21.3,29,2022-03-21 11:36:32.749000+01:00
58,21.35,29,2022-03-21 11:52:36.789000+01:00
59,21.45,29,2022-03-21 12:08:40.563000+01:00
60,21.55,29,2022-03-21 12:24:43.920000+01:00
61,21.7,29,2022-03-21 12:40:47.544000+01:00
62,21.8,28,2022-03-21 12:56:50.808000+01:00
63,22.0,28,2022-03-21 13:12:53.341000+01:00
64,22.25,28,2022-03-21 13:28:55.010000+01:00
65,22.35,28,2022-03-21 13:44:56.179000+01:00
66,22.8,28,2022-03-21 14:00:56.752000+01:00
67,23.65,27,2022-03-21 14:16:54.910000+01:00
68,23.7,27,2022-03-21 14:32:52.304000+01:00
69,23.75,27,2022-03-21 14:48:49.549000+01:00
70,23.9,27,2022-03-21 15:04:46.496000+01:00
71,24.2,28,2022-03-21 15:20:42.928000+01:00
72,24.35,29,2022-03-21 15:36:38.504000+01:00
73,24.2,28,2022-03-21 15:52:34.082000+01:00
74,24.1,28,2022-03-21 16:08:30.137000+01:00
75,23.95,29,2022-03-21 16:24:26.606000+01:00
76,23.8,29,2022-03-21 16:40:23.378000+01:00
77,23.75,29,2022-03-21 16:56:20.487000+01:00
78,23.65,29,2022-03-21 17:12:17.687000+01:00
79,23.6,29,2022-03-21 17:28:15.233000+01:00
80,23.6,29,2022-03-21 17:44:13.069000+01:00
81,23.4,29,2022-03-21 18:00:10.912000+01:00
82,23.35,31,2022-03-21 18:16:09.186000+01:00
83,23.25,32,2022-03-21 18:32:07.635000+01:00
84,23.25,32,2022-03-21 18:48:06.225000+01:00
85,23.1,32,2022-03-21 19:04:04.986000+01:00
86,23.0,32,2022-03-21 19:20:04.149000+01:00
87,22.9,32,2022-03-21 19:36:03.396000+01:00
88,22.8,31,2022-03-21 19:52:02.601000+01:00
89,22.75,31,2022-03-21 20:08:02.237000+01:00
0,22.65,30,2022-03-21 20:24:02.313000+01:00
1,22.95,29,2022-03-21 20:40:02.444000+01:00
2,24.1,28,2022-03-21 20:56:00.188000+01:00
3,24.4,27,2022-03-21 21:11:55.731000+01:00
4,25.15,27,2022-03-21 21:27:49.913000+01:00
5,25.1,26,2022-03-21 21:43:43.158000+01:00
6,24.5,27,2022-03-21 21:59:37.579000+01:00
7,24.15,27,2022-03-21 22:15:33.389000+01:00
8,23.8,27,2022-03-21 22:31:30.172000+01:00
9,23.6,27,2022-03-21 22:47:27.519000+01:00
10,23.4,27,2022-03-21 23:03:25.514000+01:00
11,23.2,27,2022-03-21 23:19:24.056000+01:00
12,23.05,27,2022-03-21 23:35:23.076000+01:00
13,22.85,27,2022-03-21 23:51:22.499000+01:00
14,22.75,28,2022-03-22 00:07:22.014000+01:00
15,22.65,28,2022-03-22 00:23:21.941000+01:00
16,22.45,28,2022-03-22 00:39:22.249000+01:00
17,22.3,28,2022-03-22 00:55:23.065000+01:00
18,22.25,28,2022-03-22 01:11:24.356000+01:00
19,22.05,28,2022-03-22 01:27:25.758000+01:00
20,21.95,28,2022-03-22 01:43:27.503000+01:00
21,21.75,28,2022-03-22 01:59:29.578000+01:00
22,21.75,28,2022-03-22 02:15:32.210000+01:00
23,21.6,28,2022-03-22 02:31:35.056000+01:00
24,21.4,28,2022-03-22 02:47:38.133000+01:00
25,21.35,28,2022-03-22 03:03:41.702000+01:00
26,21.3,28,2022-03-22 03:19:45.688000+01:00
27,21.15,28,2022-03-22 03:35:49.558000+01:00
28,21.1,28,2022-03-22 03:51:53.709000+01:00
29,21.05,28,2022-03-22 04:07:58.436000+01:00
30,20.95,28,2022-03-22 04:24:03.075000+01:00
31,20.85,28,2022-03-22 04:40:08.092000+01:00
32,20.85,28,2022-03-22 04:56:13.462000+01:00
33,20.75,28,2022-03-22 05:12:18.952000+01:00
34,20.65,28,2022-03-22 05:28:24.642000+01:00
35,20.6,29,2022-03-22 05:44:30.407000+01:00
36,20.5,29,2022-03-22 06:00:36.492000+01:00
37,20.4,29,2022-03-22 06:16:42.824000+01:00
38,20.4,29,2022-03-22 06:32:49.290000+01:00
39,20.45,29,2022-03-22 06:48:55.632000+01:00
40,20.4,29,2022-03-22 07:05:02.009000+01:00
41,20.4,31,2022-03-22 07:21:08.188000+01:00
42,20.6,32,2022-03-22 07:37:14.176000+01:00
43,20.65,31,2022-03-22 07:53:19.904000+01:00
44,20.7,30,2022-03-22 08:09:25.473000+01:00
45,20.65,30,2022-03-22 08:25:31.100000+01:00
46,20.7,29,2022-03-22 08:41:36.740000+01:00
47,20.7,29,2022-03-22 08:57:42.160000+01:00
48,20.7,29,2022-03-22 09:13:47.759000+01:00
49,20.8,29,2022-03-22 09:29:53.257000+01:00
50,20.8,29,2022-03-22 09:45:58.409000+01:00
51,20.85,29,2022-03-22 10:02:03.542000+01:00
52,20.9,29,2022-03-22 10:18:08.372000+01:00
53,20.85,29,2022-03-22 10:34:13.334000+01:00
54,20.85,29,2022-03-22 10:50:18.519000+01:00
55,20.85,29,2022-03-22 11:06:24.014000+01:00
56,20.8,28,2022-03-22 11:22:29.291000+01:00
57,20.85,28,2022-03-22 11:38:34.510000+01:00
58,20.85,28,2022-03-22 11:54:39.686000+01:00
59,20.9,28,2022-03-22 12:10:44.995000+01:00
60,20.85,28,2022-03-22 12:26:50.315000+01:00
61,20.95,28,2022-03-22 12:42:55.501000+01:00
62,21.1,28,2022-03-22 12:59:00.571000+01:00
63,21.2,28,2022-03-22 13:15:05.052000+01:00
64,21.25,28,2022-03-22 13:31:09.304000+01:00
65,21.2,27,2022-03-22 13:47:13.549000+01:00
66,21.2,27,2022-03-22 14:03:17.871000+01:00
67,21.2,27,2022-03-22 14:19:22.040000+01:00
68,21.15,27,2022-03-22 14:35:26.354000+01:00
69,21.2,27,2022-03-22 14:51:30.985000+01:00
70,21.15,27,2022-03-22 15:07:35.541000+01:00
71,21.05,27,2022-03-22 15:23:40.304000+01:00
72,21.0,27,2022-03-22 15:39:45.095000+01:00
73,21.0,28,2022-03-22 15:55:50.200000+01:00
74,22.2,29,2022-03-22 16:11:53.718000+01:00
75,22.85,28,2022-03-22 16:27:54.506000+01:00
76,22.95,28,2022-03-22 16:43:53.844000+01:00
77,22.6,29,2022-03-22 16:59:53.922000+01:00
78,22.35,29,2022-03-22 17:15:54.771000+01:00
79,22.2,29,2022-03-22 17:31:56.354000+01:00
80,21.95,29,2022-03-22 17:47:58.296000+01:00
81,21.85,29,2022-03-22 18:04:00.443000+01:00
82,21.8,29,2022-03-22 18:20:03.047000+01:00
83,21.7,29,2022-03-22 18:36:05.883000+01:00
84,21.6,29,2022-03-22 18:52:08.947000+01:00
85,21.6,29,2022-03-22 19:08:12.012000+01:00
86,21.55,30,2022-03-22 19:24:15.062000+01:00
87,21.55,30,2022-03-22 19:40:18.210000+01:00
88,21.55,30,2022-03-22 19:56:21.554000+01:00
0,21.5,30,2022-03-22 20:12:25.073000+01:00
1,21.45,32,2022-03-22 20:28:29.027000+01:00
2,21.45,32,2022-03-22 20:44:32.064000+01:00
3,21.4,31,2022-03-22 21:00:35.945000+01:00
4,21.25,31,2022-03-22 21:16:39.999000+01:00
5,21.3,32,2022-03-22 21:32:44.112000+01:00
6,21.2,32,2022-03-22 21:48:48.484000+01:00
7,21.2,35,2022-03-22 22:04:52.786000+01:00
8,21.15,35,2022-03-22 22:20:57.584000+01:00
9,21.05,36,2022-03-22 22:37:01.789000+01:00
10,21.05,35,2022-03-22 22:53:06.563000+01:00
11,21.0,35,2022-03-22 23:09:11.456000+01:00
12,20.9,35,2022-03-22 23:25:16.548000+01:00
13,20.8,34,2022-03-22 23:41:21.879000+01:00
14,20.7,34,2022-03-22 23:57:27.369000+01:00
15,20.75,34,2022-03-23 00:13:32.946000+01:00
16,20.6,34,2022-03-23 00:29:38.797000+01:00
17,20.55,34,2022-03-23 00:45:44.893000+01:00
18,20.5,34,2022-03-23 01:01:51.046000+01:00
19,20.4,34,2022-03-23 01:17:57.480000+01:00
20,20.4,34,2022-03-23 01:34:03.979000+01:00
21,20.3,33,2022-03-23 01:50:10.513000+01:00
22,20.3,33,2022-03-23 02:06:17.242000+01:00
23,20.2,33,2022-03-23 02:22:24.418000+01:00
24,20.15,33,2022-03-23 02:38:31.616000+01:00
25,20.1,33,2022-03-23 02:54:38.924000+01:00
26,20.05,33,2022-03-23 03:10:46.351000+01:00
27,20.0,33,2022-03-23 03:26:53.691000+01:00
28,19.9,33,2022-03-23 03:43:01.219000+01:00
29,19.9,33,2022-03-23 03:59:08.943000+01:00
30,19.85,33,2022-03-23 04:15:16.716000+01:00
31,19.9,33,2022-03-23 04:31:24.691000+01:00
32,19.85,33,2022-03-23 04:47:32.891000+01:00
33,19.8,33,2022-03-23 05:03:41.171000+01:00
34,19.8,33,2022-03-23 05:19:49.143000+01:00
35,19.75,32,2022-03-23 05:35:57.141000+01:00
36,19.75,32,2022-03-23 05:52:05.452000+01:00
37,19.7,32,2022-03-23 06:08:13.694000+01:00
38,19.6,32,2022-03-23 06:24:22.159000+01:00
39,19.65,32,2022-03-23 06:40:30.616000+01:00
40,19.6,33,2022-03-23 06:56:39.386000+01:00
41,19.6,33,2022-03-23 07:12:48.103000+01:00
42,19.55,34,2022-03-23 07:28:56.867000+01:00
43,19.6,34,2022-03-23 07:45:05.728000+01:00
44,19.65,34,2022-03-23 08:01:14.628000+01:00
45,19.7,33,2022-03-23 08:17:23.299000+01:00
46,19.75,33,2022-03-23 08:33:31.663000+01:00
47,19.75,32,2022-03-23 08:49:39.794000+01:00
48,19.85,32,2022-03-23 09:05:47.883000+01:00
49,19.9,32,2022-03-23 09:21:55.706000+01:00
50,20.05,31,2022-03-23 09:38:03.228000+01:00
51,20.15,31,2022-03-23 09:54:10.488000+01:00
52,20.3,31,2022-03-23 10:10:17.446000+01:00
53,20.45,30,2022-03-23 10:26:23.979000+01:00
54,20.55,30,2022-03-23 10:42:30.144000+01:00
55,20.55,30,2022-03-23 10:58:36.309000+01:00
56,20.65,34,2022-03-23 11:14:42.300000+01:00
57,20.85,32,2022-03-23 11:30:47.748000+01:00
58,20.95,32,2022-03-23 11:46:52.754000+01:00
59,21.1,31,2022-03-23 12:02:57.306000+01:00
60,21.15,31,2022-03-23 12:19:01.741000+01:00
61,21.2,30,2022-03-23 12:35:05.762000+01:00
62,21.2,29,2022-03-23 12:51:09.832000+01:00
63,21.15,29,2022-03-23 13:07:13.878000+01:00
64,21.2,30,2022-03-23 13:23:18.122000+01:00
65,21.15,31,2022-03-23 13:39:22.272000+01:00
66,21.25,31,2022-03-23 13:55:26.337000+01:00
67,21.3,31,2022-03-23 14:11:30.229000+01:00
68,21.35,32,2022-03-23 14:27:33.948000+01:00
69,21.4,32,2022-03-23 14:43:37.616000+01:00
70,21.45,32,2022-03-23 14:59:41.110000+01:00
71,21.4,32,2022-03-23 15:15:44.719000+01:00
72,21.65,31,2022-03-23 15:31:48.150000+01:00
73,21.55,33,2022-03-23 15:47:50.961000+01:00
74,21.5,33,2022-03-23 16:03:54.058000+01:00
75,21.45,33,2022-03-23 16:19:57.238000+01:00
76,21.55,33,2022-03-23 16:36:00.355000+01:00
77,21.55,33,2022-03-23 16:52:03.173000+01:00
78,21.55,33,2022-03-23 17:08:06.210000+01:00
79,21.6,33,2022-03-23 17:24:09.118000+01:00
80,21.55,33,2022-03-23 17:40:11.744000+01:00
81,21.6,33,2022-03-23 17:56:14.479000+01:00
82,21.6,35,2022-03-23 18:12:17.416000+01:00
83,21.55,33,2022-03-23 18:28:20.379000+01:00
84,21.45,32,2022-03-23 18:44:23.585000+01:00
85,21.45,32,2022-03-23 19:00:26.869000+01:00
86,21.5,31,2022-03-23 19:16:30.195000+01:00
87,21.45,32,2022-03-23 19:32:33.197000+01:00
88,21.4,32,2022-03-23 19:48:36.498000+01:00
89,21.35,32,2022-03-23 20:04:40.150000+01:00
0,21.35,32,2022-03-23 20:20:43.762000+01:00
1,21.3,31,2022-03-23 20:36:47.649000+01:00
2,21.35,31,2022-03-23 20:52:51.831000+01:00
3,21.25,32,2022-03-23 21:08:55.873000+01:00
4,21.3,32,2022-03-23 21:24:59.888000+01:00
5,21.25,32,2022-03-23 21:41:03.926000+01:00
6,21.2,32,2022-03-23 21:57:07.968000+01:00
7,21.1,32,2022-03-23 22:13:12.492000+01:00
8,21.05,32,2022-03-23 22:29:17.052000+01:00
9,21.05,32,2022-03-23 22:45:21.408000+01:00
10,21.05,33,2022-03-23 23:01:25.950000+01:00
11,20.95,33,2022-03-23 23:17:30.731000+01:00
12,21.0,33,2022-03-23 23:33:35.637000+01:00
13,20.85,33,2022-03-23 23:49:40.772000+01:00
14,20.85,33,2022-03-24 00:05:45.705000+01:00
15,20.85,33,2022-03-24 00:21:50.779000+01:00
16,20.8,33,2022-03-24 00:37:56.184000+01:00
17,20.85,34,2022-03-24 00:54:01.468000+01:00
18,20.8,34,2022-03-24 01:10:06.804000+01:00
19,20.75,34,2022-03-24 01:26:12.294000+01:00
20,20.75,34,2022-03-24 01:42:18.147000+01:00
21,20.75,34,2022-03-24 01:58:23.832000+01:00
22,20.8,34,2022-03-24 02:14:29.445000+01:00
23,20.7,34,2022-03-24 02:30:35.062000+01:00
24,20.75,34,2022-03-24 02:46:40.492000+01:00
25,20.7,34,2022-03-24 03:02:46.115000+01:00
26,20.7,34,2022-03-24 03:18:51.788000+01:00
27,20.65,35,2022-03-24 03:34:57.576000+01:00
28,20.65,35,2022-03-24 03:51:03.294000+01:00
29,20.65,35,2022-03-24 04:07:08.981000+01:00
30,20.75,35,2022-03-24 04:23:14.583000+01:00
31,20.7,35,2022-03-24 04:39:20.386000+01:00
32,20.55,35,2022-03-24 04:55:26.203000+01:00
33,20.55,35,2022-03-24 05:11:32.074000+01:00
