,2LivingRoomCenter,timestamp
5075,20.45,2022-01-27 20:07:24.230000+01:00
5076,20.5,2022-01-27 20:12:33.483000+01:00
5077,20.5,2022-01-27 20:18:28.219000+01:00
5078,20.45,2022-01-27 20:24:23.164000+01:00
5079,20.4,2022-01-27 20:29:32.488000+01:00
5080,20.35,2022-01-27 20:35:27.262000+01:00
5081,20.35,2022-01-27 20:41:22.221000+01:00
5082,20.45,2022-01-27 20:47:17.314000+01:00
5083,20.3,2022-01-27 20:52:26.782000+01:00
5084,20.1,2022-01-27 20:58:21.817000+01:00
5085,20.15,2022-01-27 21:03:31.412000+01:00
5086,20.15,2022-01-27 21:09:26.573000+01:00
5087,20.2,2022-01-27 21:15:21.798000+01:00
5088,20.1,2022-01-27 21:20:31.410000+01:00
5089,20.05,2022-01-27 21:26:26.626000+01:00
5090,19.9,2022-01-27 21:32:21.954000+01:00
5091,19.9,2022-01-27 21:38:17.432000+01:00
5092,19.8,2022-01-27 21:43:27.316000+01:00
5093,19.8,2022-01-27 21:49:22.847000+01:00
5094,19.85,2022-01-27 21:54:32.826000+01:00
5095,19.7,2022-01-27 22:00:28.454000+01:00
5096,19.75,2022-01-27 22:05:38.499000+01:00
5097,19.6,2022-01-27 22:11:34.253000+01:00
5098,19.6,2022-01-27 22:16:44.412000+01:00
5099,19.7,2022-01-27 22:22:40.263000+01:00
5100,19.7,2022-01-27 22:27:50.428000+01:00
5101,19.55,2022-01-27 22:33:46.369000+01:00
5102,19.45,2022-01-27 22:38:57.187000+01:00
5103,19.5,2022-01-27 22:44:52.637000+01:00
5104,19.45,2022-01-27 22:50:02.995000+01:00
5105,19.55,2022-01-27 22:55:59.110000+01:00
5106,19.5,2022-01-27 23:01:09.486000+01:00
5107,19.55,2022-01-27 23:07:05.586000+01:00
5108,19.45,2022-01-27 23:12:16.016000+01:00
5109,19.5,2022-01-27 23:18:12.157000+01:00
5110,19.45,2022-01-27 23:23:22.623000+01:00
5111,19.35,2022-01-27 23:29:18.811000+01:00
5112,19.4,2022-01-27 23:34:29.268000+01:00
5113,19.35,2022-01-27 23:40:25.484000+01:00
5114,19.35,2022-01-27 23:45:36.059000+01:00
5115,19.25,2022-01-27 23:51:32.444000+01:00
5116,19.2,2022-01-27 23:56:43.080000+01:00
5117,19.3,2022-01-28 00:02:39.481000+01:00
5118,19.2,2022-01-28 00:07:50.142000+01:00
5119,19.25,2022-01-28 00:13:46.584000+01:00
5120,19.2,2022-01-28 00:18:57.195000+01:00
5121,19.25,2022-01-28 00:24:53.565000+01:00
5122,19.1,2022-01-28 00:30:04.218000+01:00
5123,19.0,2022-01-28 00:36:00.614000+01:00
5124,19.0,2022-01-28 00:41:11.278000+01:00
5125,19.05,2022-01-28 00:47:07.775000+01:00
5126,19.15,2022-01-28 00:52:18.568000+01:00
5127,19.05,2022-01-28 00:58:15.246000+01:00
5128,19.05,2022-01-28 01:03:26.132000+01:00
5129,19.1,2022-01-28 01:09:22.769000+01:00
5130,19.1,2022-01-28 01:14:33.660000+01:00
5131,18.95,2022-01-28 01:20:30.320000+01:00
5132,18.95,2022-01-28 01:25:41.263000+01:00
5133,19.0,2022-01-28 01:31:38.003000+01:00
5134,19.0,2022-01-28 01:36:48.961000+01:00
5135,18.95,2022-01-28 01:42:45.713000+01:00
5136,18.9,2022-01-28 01:47:56.683000+01:00
5137,19.05,2022-01-28 01:53:53.399000+01:00
5138,19.0,2022-01-28 01:59:04.287000+01:00
5139,19.05,2022-01-28 02:05:00.926000+01:00
5140,18.85,2022-01-28 02:10:11.805000+01:00
5141,19.0,2022-01-28 02:16:08.470000+01:00
5142,19.0,2022-01-28 02:21:19.369000+01:00
5143,19.0,2022-01-28 02:27:16.083000+01:00
5144,18.9,2022-01-28 02:32:27.009000+01:00
5145,18.95,2022-01-28 02:38:23.700000+01:00
5146,18.9,2022-01-28 02:43:34.551000+01:00
5147,18.95,2022-01-28 02:49:31.192000+01:00
5148,18.95,2022-01-28 02:54:42.033000+01:00
5149,18.95,2022-01-28 03:00:38.709000+01:00
5150,19.05,2022-01-28 03:05:49.631000+01:00
5151,19.0,2022-01-28 03:11:46.316000+01:00
5152,18.95,2022-01-28 03:16:57.246000+01:00
5153,18.95,2022-01-28 03:22:53.912000+01:00
5154,18.95,2022-01-28 03:28:04.907000+01:00
5155,18.95,2022-01-28 03:34:01.644000+01:00
5156,18.95,2022-01-28 03:39:12.524000+01:00
5157,18.85,2022-01-28 03:45:09.234000+01:00
5158,18.85,2022-01-28 03:50:20.204000+01:00
5159,18.85,2022-01-28 03:56:17.026000+01:00
5160,18.95,2022-01-28 04:01:28.115000+01:00
5161,18.9,2022-01-28 04:07:25.012000+01:00
5162,18.85,2022-01-28 04:12:36.100000+01:00
5163,18.75,2022-01-28 04:18:32.999000+01:00
5164,18.8,2022-01-28 04:23:44.138000+01:00
5165,18.8,2022-01-28 04:29:41.021000+01:00
5166,18.7,2022-01-28 04:34:52.165000+01:00
5167,18.8,2022-01-28 04:40:49.131000+01:00
5168,18.75,2022-01-28 04:46:00.235000+01:00
5169,18.7,2022-01-28 04:51:57.229000+01:00
5170,18.7,2022-01-28 04:57:08.403000+01:00
5171,18.75,2022-01-28 05:03:05.375000+01:00
5172,18.75,2022-01-28 05:08:16.572000+01:00
5173,18.75,2022-01-28 05:14:13.612000+01:00
5174,18.7,2022-01-28 05:19:24.885000+01:00
5175,18.7,2022-01-28 05:25:21.989000+01:00
5176,18.6,2022-01-28 05:30:33.274000+01:00
5177,18.65,2022-01-28 05:36:30.420000+01:00
5178,18.65,2022-01-28 05:41:41.751000+01:00
5179,18.55,2022-01-28 05:47:38.891000+01:00
5180,18.6,2022-01-28 05:52:50.272000+01:00
5181,18.6,2022-01-28 05:58:47.498000+01:00
5182,18.55,2022-01-28 06:03:58.887000+01:00
5183,18.6,2022-01-28 06:09:56.157000+01:00
5184,18.55,2022-01-28 06:15:07.578000+01:00
5185,18.55,2022-01-28 06:21:04.868000+01:00
5186,18.5,2022-01-28 06:26:16.331000+01:00
5187,18.55,2022-01-28 06:32:13.611000+01:00
5188,18.55,2022-01-28 06:37:25.043000+01:00
5189,18.5,2022-01-28 06:43:22.308000+01:00
5190,18.45,2022-01-28 06:48:33.791000+01:00
5191,18.55,2022-01-28 06:54:31.147000+01:00
5192,18.4,2022-01-28 06:59:42.685000+01:00
5193,18.5,2022-01-28 07:05:40.061000+01:00
5194,18.5,2022-01-28 07:10:51.647000+01:00
5195,18.45,2022-01-28 07:16:49.086000+01:00
5196,18.35,2022-01-28 07:22:00.671000+01:00
5197,18.35,2022-01-28 07:27:58.139000+01:00
5198,18.45,2022-01-28 07:33:09.733000+01:00
5199,18.45,2022-01-28 07:39:07.222000+01:00
5200,18.4,2022-01-28 07:44:18.837000+01:00
5201,18.4,2022-01-28 07:50:16.302000+01:00
5202,18.35,2022-01-28 07:55:27.885000+01:00
5203,18.5,2022-01-28 08:01:25.234000+01:00
5204,18.9,2022-01-28 08:06:36.411000+01:00
5205,19.3,2022-01-28 08:12:32.882000+01:00
5206,19.4,2022-01-28 08:17:43.269000+01:00
5207,19.85,2022-01-28 08:23:38.977000+01:00
5208,20.15,2022-01-28 08:28:48.748000+01:00
5209,20.45,2022-01-28 08:34:43.679000+01:00
5210,20.6,2022-01-28 08:40:38.402000+01:00
5211,20.75,2022-01-28 08:46:32.793000+01:00
5212,20.7,2022-01-28 08:52:27.144000+01:00
5213,20.5,2022-01-28 08:58:21.702000+01:00
5214,20.4,2022-01-28 09:04:16.465000+01:00
5215,20.2,2022-01-28 09:10:11.432000+01:00
5216,20.15,2022-01-28 09:16:06.555000+01:00
5217,20.05,2022-01-28 09:21:16.181000+01:00
5218,19.95,2022-01-28 09:27:11.374000+01:00
5219,20.0,2022-01-28 09:33:06.881000+01:00
5220,19.85,2022-01-28 09:38:16.818000+01:00
5221,19.75,2022-01-28 09:44:12.458000+01:00
5222,19.85,2022-01-28 09:49:22.544000+01:00
5223,19.7,2022-01-28 09:55:18.322000+01:00
5224,19.7,2022-01-28 10:00:28.448000+01:00
5225,19.6,2022-01-28 10:06:24.308000+01:00
5226,19.45,2022-01-28 10:11:34.557000+01:00
5227,19.45,2022-01-28 10:17:30.537000+01:00
5228,19.35,2022-01-28 10:22:40.811000+01:00
5229,19.45,2022-01-28 10:28:36.830000+01:00
5230,19.4,2022-01-28 10:33:47.193000+01:00
5231,19.55,2022-01-28 10:39:43.281000+01:00
5232,19.5,2022-01-28 10:44:53.702000+01:00
5233,19.55,2022-01-28 10:50:49.883000+01:00
5234,19.35,2022-01-28 10:56:00.401000+01:00
5235,19.35,2022-01-28 11:01:56.630000+01:00
5236,19.25,2022-01-28 11:07:07.153000+01:00
5237,19.35,2022-01-28 11:13:03.490000+01:00
5238,19.35,2022-01-28 11:18:14.058000+01:00
5239,19.25,2022-01-28 11:24:10.255000+01:00
5240,19.35,2022-01-28 11:29:20.770000+01:00
5241,19.35,2022-01-28 11:35:17.026000+01:00
5242,19.35,2022-01-28 11:40:27.449000+01:00
5243,19.5,2022-01-28 11:46:23.423000+01:00
5244,19.55,2022-01-28 11:51:33.665000+01:00
5245,19.35,2022-01-28 11:57:29.645000+01:00
5246,19.45,2022-01-28 12:02:39.889000+01:00
5247,19.45,2022-01-28 12:08:35.899000+01:00
5248,19.45,2022-01-28 12:13:46.234000+01:00
5249,19.35,2022-01-28 12:19:42.328000+01:00
5250,19.45,2022-01-28 12:24:52.761000+01:00
5251,19.55,2022-01-28 12:30:48.813000+01:00
5252,19.4,2022-01-28 12:35:59.142000+01:00
5253,19.4,2022-01-28 12:41:55.199000+01:00
5254,19.55,2022-01-28 12:47:05.526000+01:00
5255,19.4,2022-01-28 12:53:01.573000+01:00
5256,19.35,2022-01-28 12:58:11.827000+01:00
5257,19.55,2022-01-28 13:04:07.706000+01:00
5258,20.0,2022-01-28 13:09:17.604000+01:00
5259,20.35,2022-01-28 13:15:12.578000+01:00
5260,20.75,2022-01-28 13:21:07.286000+01:00
5261,20.9,2022-01-28 13:26:16.165000+01:00
5262,21.1,2022-01-28 13:32:10.266000+01:00
5263,20.8,2022-01-28 13:38:04.577000+01:00
5264,20.8,2022-01-28 13:43:59.023000+01:00
5265,20.65,2022-01-28 13:49:53.429000+01:00
5266,20.8,2022-01-28 13:55:47.907000+01:00
5267,20.55,2022-01-28 14:01:42.451000+01:00
5268,20.5,2022-01-28 14:07:37.131000+01:00
5269,20.55,2022-01-28 14:12:46.247000+01:00
5270,20.5,2022-01-28 14:18:40.869000+01:00
5271,20.35,2022-01-28 14:24:35.631000+01:00
5272,20.35,2022-01-28 14:30:30.529000+01:00
5273,20.25,2022-01-28 14:36:25.573000+01:00
5274,20.25,2022-01-28 14:41:34.958000+01:00
5275,20.1,2022-01-28 14:47:29.814000+01:00
5276,20.05,2022-01-28 14:53:24.913000+01:00
5277,20.25,2022-01-28 14:59:20.104000+01:00
5278,20.0,2022-01-28 15:05:15.362000+01:00
5279,20.05,2022-01-28 15:10:24.950000+01:00
5280,20.0,2022-01-28 15:16:20.098000+01:00
5281,19.95,2022-01-28 15:22:15.469000+01:00
5282,20.05,2022-01-28 15:27:25.120000+01:00
5283,19.95,2022-01-28 15:33:20.463000+01:00
5284,20.1,2022-01-28 15:38:30.169000+01:00
5285,20.0,2022-01-28 15:44:25.342000+01:00
5286,19.95,2022-01-28 15:50:20.707000+01:00
5287,20.0,2022-01-28 15:56:16.169000+01:00
5288,19.75,2022-01-28 16:01:25.979000+01:00
5289,19.9,2022-01-28 16:07:21.454000+01:00
5290,19.9,2022-01-28 16:12:31.309000+01:00
5291,19.8,2022-01-28 16:18:26.754000+01:00
5292,20.05,2022-01-28 16:23:36.555000+01:00
5293,20.0,2022-01-28 16:29:32.003000+01:00
5294,19.95,2022-01-28 16:34:41.876000+01:00
5295,19.8,2022-01-28 16:40:37.428000+01:00
5296,20.0,2022-01-28 16:45:47.387000+01:00
5297,19.95,2022-01-28 16:51:42.895000+01:00
5298,19.95,2022-01-28 16:56:52.744000+01:00
5299,19.65,2022-01-28 17:02:48.289000+01:00
5300,19.75,2022-01-28 17:07:58.186000+01:00
5301,19.75,2022-01-28 17:13:53.593000+01:00
5302,19.8,2022-01-28 17:19:49.204000+01:00
5303,19.95,2022-01-28 17:24:59.102000+01:00
5304,19.8,2022-01-28 17:30:54.637000+01:00
5305,19.8,2022-01-28 17:36:04.479000+01:00
5306,20.0,2022-01-28 17:41:59.891000+01:00
5307,19.9,2022-01-28 17:47:09.709000+01:00
5308,19.8,2022-01-28 17:53:05.151000+01:00
5309,19.7,2022-01-28 17:58:14.954000+01:00
5310,19.75,2022-01-28 18:04:10.317000+01:00
5311,19.85,2022-01-28 18:10:05.897000+01:00
5312,19.8,2022-01-28 18:15:15.813000+01:00
5313,19.9,2022-01-28 18:21:11.390000+01:00
5314,19.8,2022-01-28 18:26:21.305000+01:00
5315,19.75,2022-01-28 18:32:16.823000+01:00
5316,19.75,2022-01-28 18:38:12.494000+01:00
5317,19.9,2022-01-28 18:43:22.453000+01:00
5318,19.9,2022-01-28 18:49:18.085000+01:00
5319,19.95,2022-01-28 18:54:28.012000+01:00
5320,19.7,2022-01-28 19:00:23.529000+01:00
5321,19.7,2022-01-28 19:05:33.382000+01:00
5322,19.8,2022-01-28 19:11:28.805000+01:00
5323,19.7,2022-01-28 19:16:38.583000+01:00
5324,19.95,2022-01-28 19:22:34.087000+01:00
5325,19.95,2022-01-28 19:27:43.972000+01:00
5326,19.85,2022-01-28 19:33:39.531000+01:00
5327,19.75,2022-01-28 19:38:49.450000+01:00
5328,19.7,2022-01-28 19:44:44.980000+01:00
5329,19.7,2022-01-28 19:50:40.576000+01:00
5330,19.75,2022-01-28 19:55:50.507000+01:00
5331,19.85,2022-01-28 20:01:46.123000+01:00
5332,19.85,2022-01-28 20:06:56.156000+01:00
5333,19.85,2022-01-28 20:12:51.862000+01:00
5334,19.75,2022-01-28 20:18:01.871000+01:00
5335,19.65,2022-01-28 20:23:57.501000+01:00
5336,19.7,2022-01-28 20:29:07.538000+01:00
5337,19.65,2022-01-28 20:35:03.297000+01:00
5338,19.65,2022-01-28 20:40:13.433000+01:00
5339,19.75,2022-01-28 20:46:09.262000+01:00
5340,19.7,2022-01-28 20:51:19.440000+01:00
5341,19.6,2022-01-28 20:57:15.329000+01:00
5342,19.75,2022-01-28 21:02:25.547000+01:00
5343,19.55,2022-01-28 21:08:21.456000+01:00
5344,19.6,2022-01-28 21:13:31.717000+01:00
5345,19.6,2022-01-28 21:19:27.601000+01:00
5346,19.65,2022-01-28 21:24:37.789000+01:00
5347,19.65,2022-01-28 21:30:33.614000+01:00
5348,19.65,2022-01-28 21:35:43.764000+01:00
5349,19.65,2022-01-28 21:41:39.584000+01:00
5350,19.6,2022-01-28 21:46:49.749000+01:00
5351,19.5,2022-01-28 21:52:45.563000+01:00
5352,19.75,2022-01-28 21:57:55.726000+01:00
5353,19.55,2022-01-28 22:03:51.435000+01:00
5354,19.6,2022-01-28 22:09:01.492000+01:00
5355,19.65,2022-01-28 22:14:57.252000+01:00
5356,19.6,2022-01-28 22:20:07.431000+01:00
5357,19.7,2022-01-28 22:26:03.305000+01:00
5358,19.6,2022-01-28 22:31:13.520000+01:00
5359,19.55,2022-01-28 22:37:09.380000+01:00
5360,19.75,2022-01-28 22:42:19.543000+01:00
5361,19.6,2022-01-28 22:48:15.384000+01:00
5362,19.5,2022-01-28 22:53:25.592000+01:00
5363,19.5,2022-01-28 22:59:21.431000+01:00
5364,19.5,2022-01-28 23:04:31.606000+01:00
5365,19.7,2022-01-28 23:10:27.536000+01:00
5366,19.75,2022-01-28 23:15:37.649000+01:00
5367,19.65,2022-01-28 23:21:33.430000+01:00
5368,19.65,2022-01-28 23:26:43.601000+01:00
5369,19.6,2022-01-28 23:32:39.471000+01:00
5370,19.7,2022-01-28 23:37:49.715000+01:00
5371,19.45,2022-01-28 23:43:45.658000+01:00
5372,19.5,2022-01-28 23:48:55.908000+01:00
5373,19.65,2022-01-28 23:54:51.843000+01:00
5374,19.55,2022-01-29 00:00:02.144000+01:00
5375,19.45,2022-01-29 00:05:58.121000+01:00
5376,19.5,2022-01-29 00:11:08.413000+01:00
5377,19.5,2022-01-29 00:17:04.393000+01:00
5378,19.4,2022-01-29 00:22:14.696000+01:00
5379,19.55,2022-01-29 00:28:10.674000+01:00
5380,19.55,2022-01-29 00:33:21.017000+01:00
5381,19.55,2022-01-29 00:39:17.009000+01:00
5382,19.55,2022-01-29 00:44:27.316000+01:00
5383,19.55,2022-01-29 00:50:23.311000+01:00
5384,19.45,2022-01-29 00:55:33.659000+01:00
5385,19.5,2022-01-29 01:01:29.774000+01:00
5386,19.45,2022-01-29 01:06:40.203000+01:00
5387,19.55,2022-01-29 01:12:36.371000+01:00
5388,19.5,2022-01-29 01:17:46.847000+01:00
5389,19.3,2022-01-29 01:23:43.075000+01:00
5390,19.3,2022-01-29 01:28:53.642000+01:00
5391,19.25,2022-01-29 01:34:49.834000+01:00
5392,19.25,2022-01-29 01:40:00.355000+01:00
5393,19.2,2022-01-29 01:45:56.629000+01:00
5394,19.25,2022-01-29 01:51:07.305000+01:00
5395,19.25,2022-01-29 01:57:03.768000+01:00
5396,19.3,2022-01-29 02:02:14.500000+01:00
5397,19.15,2022-01-29 02:08:10.982000+01:00
5398,19.15,2022-01-29 02:13:21.742000+01:00
5399,19.05,2022-01-29 02:19:18.297000+01:00
5400,19.15,2022-01-29 02:24:29.136000+01:00
5401,19.1,2022-01-29 02:30:25.755000+01:00
5402,19.1,2022-01-29 02:35:36.531000+01:00
5403,19.05,2022-01-29 02:41:33.151000+01:00
5404,19.05,2022-01-29 02:46:44.018000+01:00
5405,19.05,2022-01-29 02:52:40.560000+01:00
5406,19.0,2022-01-29 02:57:51.390000+01:00
5407,19.0,2022-01-29 03:03:48.102000+01:00
5408,18.95,2022-01-29 03:08:59.067000+01:00
5409,19.0,2022-01-29 03:14:55.748000+01:00
5410,18.9,2022-01-29 03:20:06.640000+01:00
5411,18.95,2022-01-29 03:26:03.328000+01:00
5412,19.0,2022-01-29 03:31:14.258000+01:00
5413,19.0,2022-01-29 03:37:11.003000+01:00
5414,18.85,2022-01-29 03:42:22.022000+01:00
5415,19.0,2022-01-29 03:48:18.841000+01:00
5416,18.9,2022-01-29 03:53:29.831000+01:00
5417,18.95,2022-01-29 03:59:26.632000+01:00
5418,18.95,2022-01-29 04:04:37.707000+01:00
5419,18.95,2022-01-29 04:10:34.604000+01:00
5420,18.85,2022-01-29 04:15:45.691000+01:00
5421,18.8,2022-01-29 04:21:42.545000+01:00
5422,18.85,2022-01-29 04:26:53.601000+01:00
5423,18.85,2022-01-29 04:32:50.495000+01:00
5424,18.8,2022-01-29 04:38:01.576000+01:00
5425,18.85,2022-01-29 04:43:58.504000+01:00
5426,18.85,2022-01-29 04:49:09.616000+01:00
5427,18.8,2022-01-29 04:55:06.544000+01:00
5428,18.85,2022-01-29 05:00:17.667000+01:00
5429,18.85,2022-01-29 05:06:14.554000+01:00
5430,18.75,2022-01-29 05:11:25.606000+01:00
5431,18.75,2022-01-29 05:17:22.494000+01:00
5432,18.75,2022-01-29 05:22:33.574000+01:00
5433,18.75,2022-01-29 05:28:30.503000+01:00
5434,18.75,2022-01-29 05:33:41.632000+01:00
5435,18.8,2022-01-29 05:39:38.601000+01:00
5436,18.7,2022-01-29 05:44:49.765000+01:00
5437,18.85,2022-01-29 05:50:46.589000+01:00
5438,18.7,2022-01-29 05:55:57.665000+01:00
5439,18.8,2022-01-29 06:01:54.605000+01:00
5440,18.85,2022-01-29 06:07:05.745000+01:00
5441,18.8,2022-01-29 06:13:02.681000+01:00
5442,18.7,2022-01-29 06:18:13.738000+01:00
5443,18.75,2022-01-29 06:24:10.749000+01:00
5444,18.75,2022-01-29 06:29:21.918000+01:00
5445,18.75,2022-01-29 06:35:18.873000+01:00
5446,18.75,2022-01-29 06:40:30.028000+01:00
5447,18.8,2022-01-29 06:46:26.886000+01:00
5448,18.7,2022-01-29 06:51:37.995000+01:00
5449,18.7,2022-01-29 06:57:34.836000+01:00
5450,18.8,2022-01-29 07:02:45.904000+01:00
5451,18.8,2022-01-29 07:08:42.753000+01:00
5452,18.65,2022-01-29 07:13:53.826000+01:00
5453,18.8,2022-01-29 07:19:50.705000+01:00
5454,18.85,2022-01-29 07:25:01.711000+01:00
5455,18.8,2022-01-29 07:30:58.515000+01:00
5456,18.9,2022-01-29 07:36:09.550000+01:00
5457,19.0,2022-01-29 07:42:06.367000+01:00
5458,18.9,2022-01-29 07:47:17.313000+01:00
5459,19.0,2022-01-29 07:53:13.977000+01:00
5460,19.0,2022-01-29 07:58:24.859000+01:00
5461,18.95,2022-01-29 08:04:21.540000+01:00
5462,18.9,2022-01-29 08:09:32.464000+01:00
5463,18.9,2022-01-29 08:15:29.207000+01:00
5464,19.0,2022-01-29 08:20:40.113000+01:00
5465,19.0,2022-01-29 08:26:36.808000+01:00
5466,18.85,2022-01-29 08:31:47.660000+01:00
5467,19.05,2022-01-29 08:37:44.280000+01:00
5468,19.05,2022-01-29 08:42:55.133000+01:00
5469,19.05,2022-01-29 08:48:51.772000+01:00
5470,19.1,2022-01-29 08:54:02.621000+01:00
5471,18.9,2022-01-29 08:59:59.225000+01:00
5472,19.1,2022-01-29 09:05:10.023000+01:00
5473,19.05,2022-01-29 09:11:06.557000+01:00
5474,19.15,2022-01-29 09:16:17.364000+01:00
5475,19.15,2022-01-29 09:22:13.925000+01:00
5476,19.15,2022-01-29 09:27:24.748000+01:00
5477,18.95,2022-01-29 09:33:21.330000+01:00
5478,18.95,2022-01-29 09:38:32.062000+01:00
5479,19.05,2022-01-29 09:44:28.600000+01:00
5480,19.1,2022-01-29 09:49:39.386000+01:00
5481,19.35,2022-01-29 09:55:35.900000+01:00
5482,19.7,2022-01-29 10:00:46.285000+01:00
5483,20.1,2022-01-29 10:06:41.812000+01:00
5484,20.3,2022-01-29 10:11:51.302000+01:00
5485,20.6,2022-01-29 10:17:45.848000+01:00
5486,20.9,2022-01-29 10:23:40.160000+01:00
5487,21.15,2022-01-29 10:29:34.172000+01:00
5488,21.45,2022-01-29 10:35:27.863000+01:00
5489,21.9,2022-01-29 10:41:20.987000+01:00
5490,22.3,2022-01-29 10:47:13.686000+01:00
5491,22.6,2022-01-29 10:53:06.027000+01:00
5492,22.8,2022-01-29 10:58:58.056000+01:00
5493,22.9,2022-01-29 11:04:49.776000+01:00
5494,23.1,2022-01-29 11:10:41.275000+01:00
5495,23.45,2022-01-29 11:16:32.516000+01:00
5496,23.55,2022-01-29 11:22:23.581000+01:00
5497,23.4,2022-01-29 11:28:14.530000+01:00
5498,23.15,2022-01-29 11:34:05.807000+01:00
5499,23.0,2022-01-29 11:39:57.404000+01:00
5500,22.75,2022-01-29 11:45:49.274000+01:00
5501,22.6,2022-01-29 11:51:41.322000+01:00
5502,22.45,2022-01-29 11:57:33.536000+01:00
5503,22.3,2022-01-29 12:03:25.948000+01:00
5504,22.2,2022-01-29 12:09:18.579000+01:00
5505,22.1,2022-01-29 12:15:11.369000+01:00
5506,21.95,2022-01-29 12:21:04.356000+01:00
5507,21.8,2022-01-29 12:26:57.444000+01:00
5508,21.7,2022-01-29 12:32:50.648000+01:00
5509,21.75,2022-01-29 12:38:44.011000+01:00
5510,21.5,2022-01-29 12:44:37.473000+01:00
5511,21.4,2022-01-29 12:50:31.062000+01:00
5512,21.35,2022-01-29 12:56:24.767000+01:00
5513,21.3,2022-01-29 13:02:18.543000+01:00
5514,21.25,2022-01-29 13:08:12.304000+01:00
5515,21.2,2022-01-29 13:14:06.107000+01:00
5516,21.4,2022-01-29 13:19:59.896000+01:00
5517,21.7,2022-01-29 13:25:53.311000+01:00
5518,21.9,2022-01-29 13:31:46.398000+01:00
5519,22.3,2022-01-29 13:37:39.209000+01:00
5520,22.15,2022-01-29 13:43:31.910000+01:00
5521,22.0,2022-01-29 13:49:24.716000+01:00
5522,21.95,2022-01-29 13:55:17.627000+01:00
5523,21.85,2022-01-29 14:01:10.641000+01:00
5524,21.8,2022-01-29 14:07:03.701000+01:00
5525,21.7,2022-01-29 14:12:56.848000+01:00
5526,21.7,2022-01-29 14:18:50.065000+01:00
5527,21.65,2022-01-29 14:24:43.417000+01:00
5528,21.5,2022-01-29 14:30:36.875000+01:00
5529,21.5,2022-01-29 14:36:30.425000+01:00
5530,21.45,2022-01-29 14:42:23.994000+01:00
5531,21.35,2022-01-29 14:48:17.695000+01:00
5532,21.3,2022-01-29 14:54:11.461000+01:00
5533,21.25,2022-01-29 15:00:05.288000+01:00
5534,21.2,2022-01-29 15:05:59.202000+01:00
5535,21.1,2022-01-29 15:11:53.218000+01:00
5536,21.15,2022-01-29 15:17:47.269000+01:00
5537,21.0,2022-01-29 15:23:41.395000+01:00
5538,21.05,2022-01-29 15:29:35.583000+01:00
5539,20.9,2022-01-29 15:35:29.792000+01:00
5540,21.0,2022-01-29 15:41:24.006000+01:00
5541,21.05,2022-01-29 15:47:18.109000+01:00
5542,20.95,2022-01-29 15:53:12.193000+01:00
5543,21.0,2022-01-29 15:59:06.307000+01:00
5544,20.95,2022-01-29 16:05:00.451000+01:00
5545,21.0,2022-01-29 16:10:54.604000+01:00
5546,21.05,2022-01-29 16:16:48.604000+01:00
5547,21.1,2022-01-29 16:22:42.639000+01:00
5548,21.05,2022-01-29 16:28:36.621000+01:00
5549,21.1,2022-01-29 16:34:30.642000+01:00
5550,21.05,2022-01-29 16:40:24.661000+01:00
5551,21.1,2022-01-29 16:46:18.660000+01:00
5552,21.1,2022-01-29 16:52:12.670000+01:00
5553,21.1,2022-01-29 16:58:06.662000+01:00
5554,21.1,2022-01-29 17:04:00.674000+01:00
5555,21.05,2022-01-29 17:09:54.703000+01:00
5556,21.0,2022-01-29 17:15:48.708000+01:00
5557,21.0,2022-01-29 17:21:42.820000+01:00
5558,20.95,2022-01-29 17:27:37.027000+01:00
5559,20.95,2022-01-29 17:33:31.237000+01:00
5560,20.9,2022-01-29 17:39:25.504000+01:00
5561,20.9,2022-01-29 17:45:19.787000+01:00
5562,20.9,2022-01-29 17:51:14.086000+01:00
5563,20.9,2022-01-29 17:57:08.439000+01:00
5564,20.95,2022-01-29 18:03:02.772000+01:00
5565,20.9,2022-01-29 18:08:57.098000+01:00
5566,20.8,2022-01-29 18:14:51.347000+01:00
5567,20.9,2022-01-29 18:20:45.601000+01:00
5568,20.85,2022-01-29 18:26:39.893000+01:00
5569,21.0,2022-01-29 18:32:34.153000+01:00
5570,20.95,2022-01-29 18:38:28.521000+01:00
5571,20.85,2022-01-29 18:44:22.863000+01:00
5572,20.9,2022-01-29 18:50:17.271000+01:00
5573,20.9,2022-01-29 18:55:26.106000+01:00
5574,20.9,2022-01-29 19:01:20.356000+01:00
5575,21.0,2022-01-29 19:07:14.595000+01:00
5576,20.95,2022-01-29 19:13:08.838000+01:00
5577,20.8,2022-01-29 19:19:03.136000+01:00
5578,20.9,2022-01-29 19:24:57.516000+01:00
5579,20.8,2022-01-29 19:30:51.934000+01:00
5580,20.75,2022-01-29 19:36:46.504000+01:00
5581,20.6,2022-01-29 19:41:55.512000+01:00
5582,20.65,2022-01-29 19:47:49.937000+01:00
5583,20.55,2022-01-29 19:53:44.480000+01:00
5584,20.45,2022-01-29 19:59:39.029000+01:00
5585,20.5,2022-01-29 20:05:33.665000+01:00
5586,20.5,2022-01-29 20:11:28.400000+01:00
5587,20.4,2022-01-29 20:16:37.573000+01:00
5588,20.35,2022-01-29 20:22:32.192000+01:00
5589,20.4,2022-01-29 20:28:27.181000+01:00
5590,20.3,2022-01-29 20:33:36.532000+01:00
5591,20.3,2022-01-29 20:39:31.437000+01:00
